movieId,title,genres,imdbId,tmdbId,rating,year
118,If Lucy Fell,Comedy|Romance,116606,10324.0,5.0,1996
119,"Steal Big, Steal Little",Comedy,114536,78406.0,4.3,1995
120,Race the Sun,Adventure|Comedy|Drama,117427,55731.0,5.2,1996
121,"Boys of St. Vincent, The",Drama,106473,32119.0,7.282,1992
122,Boomerang,Comedy|Romance,103859,11066.0,5.672,1992
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,109424,11104.0,7.989,1994
124,"Star Maker, The (Uomo delle stelle, L')",Drama,114808,37975.0,7.1,1995
125,Flirting With Disaster,Comedy,116324,2074.0,6.163,1996
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,110647,27793.0,4.4,1994
127,"Silences of the Palace, The (Saimt el Qusur)",Drama,111055,44284.0,6.5,1994
128,Jupiter's Wife,Documentary,110217,290157.0,7.143,1994
129,Pie in the Sky,Comedy|Romance,114131,110972.0,6.6,1996
130,Angela,Drama,112364,32622.0,5.7,1995
131,Frankie Starlight,Drama|Romance,113107,73067.0,5.3,1995
132,Jade,Thriller,113451,11863.0,5.404,1995
133,Nueba Yol,Comedy|Drama,114015,55475.0,4.8,1995
134,Sonic Outlaws,Documentary,114500,124636.0,7.4,1995
135,Down Periscope,Comedy,116130,9101.0,6.305,1996
136,From the Journals of Jean Seberg,Documentary,113125,123360.0,5.8,1995
137,Man of the Year,Documentary,113756,5757.0,3.1,1995
138,"Neon Bible, The",Drama,113952,39428.0,6.2,1995
139,Target,Action|Drama,114618,124639.0,0.0,1995
140,Up Close and Personal,Drama|Romance,118055,9302.0,6.32,1996
141,"Birdcage, The",Comedy,115685,11000.0,7.029,1996
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
142,Shadows (Cienie),Drama,94878,,0.0,1988
143,Gospa,Drama,113200,249882.0,4.6,1995
144,"Brothers McMullen, The",Comedy,112585,16388.0,5.921,1995
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,112442,9737.0,6.791,1995
146,"Amazing Panda Adventure, The",Adventure|Children,112342,30765.0,5.6,1995
147,"Basketball Diaries, The",Drama,112461,10474.0,7.39,1995
148,"Awfully Big Adventure, An",Drama,112427,22279.0,6.525,1995
149,Amateur,Crime|Drama|Thriller,109093,30157.0,6.3,1994
150,Apollo 13,Adventure|Drama|IMAX,112384,568.0,7.448,1995
151,Rob Roy,Action|Drama|Romance|War,114287,11780.0,6.732,1995
152,"Addiction, The",Drama|Horror,112288,34996.0,6.5,1995
153,Batman Forever,Action|Adventure|Comedy|Crime,112462,414.0,5.422,1995
154,Beauty of the Day (Belle de jour),Drama,61395,649.0,7.378,1967
155,Beyond Rangoon,Adventure|Drama|War,112495,1873.0,6.636,1995
156,Blue in the Face,Comedy|Drama,112541,5894.0,6.531,1995
157,Canadian Bacon,Comedy|War,109370,1775.0,5.729,1995
158,Casper,Adventure|Children,112642,8839.0,6.317,1995
159,Clockers,Crime|Drama|Mystery,112688,20649.0,6.728,1995
160,Congo,Action|Adventure|Mystery|Sci-Fi,112715,10329.0,5.532,1995
161,Crimson Tide,Drama|Thriller|War,112740,8963.0,7.167,1995
162,Crumb,Documentary,109508,26564.0,7.539,1994
163,Desperado,Action|Romance|Western,112851,8068.0,6.932,1995
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,112857,8512.0,6.422,1995
165,Die Hard: With a Vengeance,Action|Crime|Thriller,112864,1572.0,7.267,1995
166,"Doom Generation, The",Comedy|Crime|Drama,112887,13552.0,6.4,1995
167,Feast of July,Drama,113044,259209.0,5.9,1995
168,First Knight,Action|Drama|Romance,113071,6520.0,6.077,1995
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,113114,9073.0,5.9,1995
170,Hackers,Action|Adventure|Crime|Thriller,113243,10428.0,6.346,1995
171,Jeffrey,Comedy|Drama,113464,17447.0,6.205,1995
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,113481,9886.0,5.747,1995
173,Judge Dredd,Action|Crime|Sci-Fi,113492,9482.0,5.794,1995
174,Jury Duty,Comedy,113500,19326.0,4.4,1995
175,Kids,Drama,113540,9344.0,6.9,1995
176,Living in Oblivion,Comedy,113677,9071.0,7.2,1995
177,Lord of Illusions,Horror,113690,8973.0,5.997,1995
178,Love & Human Remains,Comedy|Drama,107447,15730.0,5.9,1993
179,Mad Love,Drama|Romance,113729,47608.0,5.1,1995
180,Mallrats,Comedy|Romance,113749,2293.0,6.755,1995
181,Mighty Morphin Power Rangers: The Movie,Action|Children,113820,9070.0,5.815,1995
182,Moonlight and Valentino,Drama|Romance,113851,68274.0,5.7,1995
183,Mute Witness,Comedy|Horror|Thriller,110604,48787.0,6.328,1994
184,Nadja,Drama,110620,34574.0,5.7,1994
185,"Net, The",Action|Crime|Thriller,113957,1642.0,6.013,1995
186,Nine Months,Comedy|Romance,113986,11472.0,5.703,1995
187,Party Girl,Comedy,114095,36196.0,6.3,1995
188,"Prophecy, The",Fantasy|Horror|Mystery,114194,11980.0,6.485,1995
189,Reckless,Comedy|Fantasy,114241,58372.0,6.3,1995
190,Safe,Thriller,114323,32646.0,6.995,1995
191,"Scarlet Letter, The",Drama|Romance,114345,10533.0,6.033,1995
192,"Show, The",Documentary,114435,56088.0,6.375,1995
193,Showgirls,Drama,114436,10802.0,5.549,1995
194,Smoke,Comedy|Drama,114478,10149.0,7.186,1995
195,Something to Talk About,Comedy|Drama|Romance,114496,18402.0,5.638,1995
196,Species,Horror|Sci-Fi,114508,9348.0,5.96,1995
197,"Stars Fell on Henrietta, The",Drama,114534,139408.0,6.1,1995
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,7.01,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,58450,5967.0,7.371,1964
200,"Tie That Binds, The",Thriller,114666,79593.0,4.8,1995
201,Three Wishes,Drama|Fantasy,114663,47939.0,6.2,1995
202,Total Eclipse,Drama|Romance,114702,36834.0,6.416,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,114682,9090.0,7.3,1995
204,Under Siege 2: Dark Territory,Action,114781,3512.0,5.824,1995
205,Unstrung Heroes,Comedy|Drama,114798,52856.0,5.9,1995
206,Unzipped,Documentary,114805,77350.0,5.4,1995
207,"Walk in the Clouds, A",Drama|Romance,114887,9560.0,7.273,1995
208,Waterworld,Action|Adventure|Sci-Fi,114898,9804.0,6.207,1995
209,White Man's Burden,Drama,114928,31611.0,5.07,1995
210,Wild Bill,Western,114938,65796.0,5.654,1995
211,"Browning Version, The",Drama,109340,49805.0,6.4,1994
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,112602,26258.0,5.3,1995
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,111579,50797.0,7.054,1994
214,Before the Rain (Pred dozhdot),Drama|War,110882,19155.0,7.338,1994
215,Before Sunrise,Drama|Romance,112471,76.0,7.97,1995
216,Billy Madison,Comedy,112508,11017.0,6.17,1995
217,"Babysitter, The",Drama|Thriller,112438,37141.0,5.223,1995
218,Boys on the Side,Comedy|Drama,112571,9382.0,6.36,1995
219,"Cure, The",Drama,112757,6715.0,7.9,1995
220,Castle Freak,Horror,112643,18256.0,6.224,1995
222,Circle of Friends,Drama|Romance,112679,22625.0,6.2,1995
223,Clerks,Comedy,109445,2292.0,7.413,1994
224,Don Juan DeMarco,Comedy|Drama|Romance,112883,1909.0,6.697,1995
225,Disclosure,Drama|Thriller,109635,8984.0,6.265,1994
226,Dream Man,Thriller,112899,61813.0,3.4,1995
227,Drop Zone,Action|Thriller,109676,4954.0,5.677,1994
228,Destiny Turns on the Radio,Comedy,112854,62488.0,5.3,1995
229,Death and the Maiden,Drama|Thriller,109579,10531.0,7.149,1994
230,Dolores Claiborne,Drama|Thriller,109642,11929.0,7.244,1995
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,109686,8467.0,6.624,1994
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,111797,10451.0,7.6,1994
233,Exotica,Drama,109759,20156.0,6.6,1994
234,Exit to Eden,Comedy,109758,18395.0,4.1,1994
235,Ed Wood,Comedy|Drama,109707,522.0,7.494,1994
236,French Kiss,Action|Comedy|Romance,113117,397.0,6.464,1995
237,Forget Paris,Comedy|Romance,113097,10525.0,6.2,1995
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,113028,27985.0,6.0,1995
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,113198,15789.0,6.99,1995
240,Hideaway,Thriller,113303,27303.0,5.118,1995
241,Fluke,Children|Drama,113089,21183.0,7.162,1995
242,Farinelli: il castrato,Drama|Musical,109771,10954.0,6.6,1994
243,Gordy,Children|Comedy|Fantasy,113199,47867.0,5.3,1995
244,Gumby: The Movie,Animation|Children,113234,43475.0,5.5,1995
245,"Glass Shield, The",Crime|Drama,109906,72031.0,4.8,1994
246,Hoop Dreams,Documentary,110057,14275.0,7.624,1994
247,Heavenly Creatures,Crime|Drama,110005,1024.0,6.986,1994
248,Houseguest,Comedy,110066,17207.0,5.5,1994
249,Immortal Beloved,Drama|Romance,110116,13701.0,7.086,1994
250,Heavyweights (Heavy Weights),Children|Comedy,110006,14819.0,6.114,1995
251,"Hunted, The",Action,113360,32631.0,5.7,1995
252,I.Q.,Comedy|Romance,110099,11777.0,6.014,1994
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,110148,628.0,7.386,1994
254,Jefferson in Paris,Drama,113463,87729.0,5.1,1995
255,"Jerky Boys, The",Comedy,110189,18713.0,4.2,1995
256,Junior,Comedy|Sci-Fi,110216,6280.0,5.18,1994
257,Just Cause,Mystery|Thriller,113501,9061.0,6.194,1995
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,113538,37108.0,4.8,1995
259,Kiss of Death,Crime|Drama|Thriller,113552,6071.0,5.628,1995
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,76759,11.0,8.203,1977
261,Little Women,Drama,110367,9587.0,7.275,1994
262,"Little Princess, A",Children|Drama,113670,19101.0,7.638,1995
263,Ladybird Ladybird,Drama,110296,49980.0,7.2,1994
264,"Enfer, L'",Drama,109731,17961.0,6.819,1994
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,103994,18183.0,7.3,1992
266,Legends of the Fall,Drama|Romance|War|Western,110322,4476.0,7.392,1994
267,Major Payne,Comedy,110443,11008.0,6.365,1995
268,Little Odessa,Crime|Drama,110365,47504.0,6.5,1994
269,My Crazy Life (Mi vida loca),Drama,107566,32325.0,7.1,1993
270,Love Affair,Drama|Romance,110391,43742.0,5.4,1994
271,Losing Isaiah,Drama,113691,28313.0,6.4,1995
272,"Madness of King George, The",Comedy|Drama,110428,11318.0,6.75,1994
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,109836,3036.0,6.41,1994
274,Man of the House,Comedy,113755,40490.0,5.3,1995
275,Mixed Nuts,Comedy,110538,24070.0,5.537,1994
276,Milk Money,Comedy|Romance,110516,8986.0,6.321,1994
277,Miracle on 34th Street,Drama,110527,10510.0,6.731,1994
278,Miami Rhapsody,Comedy,113808,17402.0,5.302,1995
279,My Family,Drama,113896,38722.0,7.5,1995
280,Murder in the First,Drama|Thriller,113870,8438.0,7.161,1995
281,Nobody's Fool,Comedy|Drama|Romance,110684,11593.0,6.819,1994
282,Nell,Drama,110638,1945.0,6.563,1994
283,New Jersey Drive,Crime|Drama,113967,39310.0,5.972,1995
284,New York Cop (Nyû Yôku no koppu),Action|Crime,117169,109560.0,2.9,1993
285,Beyond Bedlam,Drama|Horror,106402,56428.0,5.0,1993
286,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,113948,63105.0,4.3,1995
287,Nina Takes a Lover,Comedy|Romance,110671,131957.0,5.7,1994
288,Natural Born Killers,Action|Crime|Thriller,110632,241.0,7.1,1994
289,Only You,Comedy|Romance,110737,9058.0,6.8,1994
290,Once Were Warriors,Crime|Drama,110729,527.0,7.4,1994
291,Poison Ivy II,Drama|Thriller,114151,18220.0,4.7,1996
292,Outbreak,Action|Drama|Sci-Fi|Thriller,114069,6950.0,6.54,1995
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,110413,101.0,8.309,1994
294,"Perez Family, The",Comedy|Romance,114113,63020.0,6.4,1995
295,"Pyromaniac's Love Story, A",Comedy|Romance,114210,2307.0,4.8,1995
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,110912,680.0,8.489,1994
297,Panther,Drama,114084,41478.0,6.257,1995
298,Pushing Hands (Tui shou),Drama,105652,25296.0,7.2,1992
299,Priest,Drama,110889,40156.0,6.455,1994
300,Quiz Show,Drama,110932,11450.0,7.27,1994
301,Picture Bride (Bijo photo),Drama|Romance,114129,30304.0,6.2,1994
302,"Queen Margot (Reine Margot, La)",Drama|Romance,110963,10452.0,7.195,1994
303,"Quick and the Dead, The",Action|Thriller|Western,114214,12106.0,6.545,1995
304,Roommates,Comedy|Drama,114296,161495.0,6.1,1995
305,Ready to Wear (Pret-A-Porter),Comedy,110907,3586.0,5.228,1994
306,Three Colors: Red (Trois couleurs: Rouge),Drama,111495,110.0,7.919,1994
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,108394,108.0,7.658,1993
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,111507,109.0,7.461,1994
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,110769,159185.0,6.2,1994
310,Rent-a-Kid,Comedy,114268,36357.0,5.5,1995
311,Relative Fear,Horror|Thriller,110965,92769.0,4.7,1994
312,Stuart Saves His Family,Comedy,114571,28033.0,4.9,1995
313,"Swan Princess, The",Animation|Children,111333,22586.0,6.6,1994
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,111112,14334.0,6.7,1994
315,"Specialist, The",Action|Drama|Thriller,111255,2636.0,5.876,1994
316,Stargate,Action|Adventure|Sci-Fi,111282,2164.0,7.0,1994
317,"Santa Clause, The",Comedy|Drama|Fantasy,111070,11395.0,6.5,1994
318,"Shawshank Redemption, The",Crime|Drama,111161,278.0,8.704,1994
319,Shallow Grave,Comedy|Drama|Thriller,111149,9905.0,6.996,1994
320,Suture,Film-Noir|Thriller,108260,87078.0,6.4,1993
321,Strawberry and Chocolate (Fresa y chocolate),Drama,106966,12527.0,7.087,1993
322,Swimming with Sharks,Comedy|Drama,114594,20306.0,6.631,1995
324,"Sum of Us, The",Comedy|Drama,111309,36614.0,6.8,1994
325,National Lampoon's Senior Trip,Comedy,113936,27993.0,5.4,1995
326,To Live (Huozhe),Drama,110081,31439.0,8.042,1994
327,Tank Girl,Action|Comedy|Sci-Fi,114614,9067.0,5.429,1995
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,114608,9059.0,6.828,1995
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,111280,193.0,6.517,1994
330,Tales from the Hood,Action|Crime|Horror,114609,25066.0,6.2,1995
331,Tom & Viv,Drama,111454,46797.0,5.96,1994
332,Village of the Damned,Horror|Sci-Fi,114852,12122.0,6.078,1995
333,Tommy Boy,Comedy,114694,11381.0,6.789,1995
334,Vanya on 42nd Street,Drama,111590,32636.0,6.6,1994
335,Underneath,Mystery|Thriller,114788,36141.0,5.7,1995
336,"Walking Dead, The",Drama|War,114888,95963.0,6.3,1995
337,What's Eating Gilbert Grape,Drama,108550,1587.0,7.7,1993
338,Virtuosity,Action|Sci-Fi|Thriller,114857,9271.0,5.488,1995
339,While You Were Sleeping,Comedy|Romance,114924,2064.0,7.003,1995
340,"War, The",Adventure|Drama|War,111667,19855.0,6.632,1994
341,Double Happiness,Drama,109655,60855.0,6.6,1994
342,Muriel's Wedding,Comedy,110598,236.0,6.8,1994
343,"Baby-Sitters Club, The",Children,112435,48287.0,5.4,1995
344,Ace Ventura: Pet Detective,Comedy,109040,3049.0,6.555,1994
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,109045,2759.0,7.265,1994
346,Backbeat,Drama|Musical,106339,12635.0,6.0,1993
347,Bitter Moon,Drama|Film-Noir|Romance,104779,10497.0,7.094,1992
348,Bullets Over Broadway,Comedy,109348,11382.0,7.107,1994
349,Clear and Present Danger,Action|Crime|Drama|Thriller,109444,9331.0,6.644,1994
350,"Client, The",Drama|Mystery|Thriller,109446,10731.0,6.69,1994
351,"Corrina, Corrina",Comedy|Drama|Romance,109484,10464.0,6.662,1994
352,Crooklyn,Comedy|Drama,109504,34152.0,6.785,1994
353,"Crow, The",Action|Crime|Fantasy|Thriller,109506,9495.0,7.5,1994
354,Cobb,Drama,109450,29973.0,6.0,1994
355,"Flintstones, The",Children|Comedy|Fantasy,109813,888.0,5.3,1994
356,Forrest Gump,Comedy|Drama|Romance|War,109830,13.0,8.475,1994
357,Four Weddings and a Funeral,Comedy|Romance,109831,712.0,6.8,1994
358,Higher Learning,Drama,113305,16295.0,6.356,1995
359,I Like It Like That,Comedy|Drama|Romance,110091,48992.0,6.618,1994
