movieId,title,genres,imdbId,tmdbId,year
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,1995
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,1996
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,1996
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,1995
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,1995
98,Shopping (1994),Action|Thriller,111173,45549.0,1994
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,1995
100,City Hall (1996),Drama|Thriller,115907,11062.0,1996
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,1996
102,Mr. Wrong (1996),Comedy,117102,47475.0,1996
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,1996
104,Happy Gilmore (1996),Comedy,116483,9614.0,1996
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,1995
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,1994
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,1996
108,Catwalk (1996),Documentary,112646,89333.0,1996
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,113276,96357.0,1995
110,Braveheart (1995),Action|Drama|War,112573,197.0,1995
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,1976
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,1995
113,Before and After (1996),Drama|Mystery,115645,43566.0,1996
114,Margaret's Museum (1995),Drama,113774,71754.0,1995
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,112556,43612.0,1995
116,Anne Frank Remembered (1995),Documentary,112373,51352.0,1995
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,1995
118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,1996
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,1995
120,Race the Sun (1996),Adventure|Comedy|Drama,117427,55731.0,1996
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,1992
122,Boomerang (1992),Comedy|Romance,103859,11066.0,1992
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,1994
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,114808,37975.0,1995
125,Flirting With Disaster (1996),Comedy,116324,2074.0,1996
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,1994
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,111055,44284.0,1994
128,Jupiter's Wife (1994),Documentary,110217,290157.0,1994
129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,1996
130,Angela (1995),Drama,112364,32622.0,1995
131,Frankie Starlight (1995),Drama|Romance,113107,73067.0,1995
132,Jade (1995),Thriller,113451,11863.0,1995
133,Nueba Yol (1995),Comedy|Drama,114015,55475.0,1995
134,Sonic Outlaws (1995),Documentary,114500,124636.0,1995
135,Down Periscope (1996),Comedy,116130,9101.0,1996
136,From the Journals of Jean Seberg (1995),Documentary,113125,123360.0,1995
137,Man of the Year (1995),Documentary,113756,5757.0,1995
138,"Neon Bible, The (1995)",Drama,113952,39428.0,1995
139,Target (1995),Action|Drama,114618,124639.0,1995
140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,1996
141,"Birdcage, The (1996)",Comedy,115685,11000.0,1996
142,Shadows (Cienie) (1988),Drama,94878,,1988
143,Gospa (1995),Drama,113200,249882.0,1995
144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,1995
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,1995
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,1995
147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,1995
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,1995
149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,1994
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,1995
151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,1995
152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,1995
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,1995
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,1967
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,1995
156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,1995
157,Canadian Bacon (1995),Comedy|War,109370,1775.0,1995
158,Casper (1995),Adventure|Children,112642,8839.0,1995
159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,1995
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,1995
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,1995
162,Crumb (1994),Documentary,109508,26564.0,1994
163,Desperado (1995),Action|Romance|Western,112851,8068.0,1995
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512.0,1995
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572.0,1995
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552.0,1995
167,Feast of July (1995),Drama,113044,259209.0,1995
168,First Knight (1995),Action|Drama|Romance,113071,6520.0,1995
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073.0,1995
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428.0,1995
171,Jeffrey (1995),Comedy|Drama,113464,17447.0,1995
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,1995
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,1995
174,Jury Duty (1995),Comedy,113500,19326.0,1995
175,Kids (1995),Drama,113540,9344.0,1995
176,Living in Oblivion (1995),Comedy,113677,9071.0,1995
177,Lord of Illusions (1995),Horror,113690,8973.0,1995
178,Love & Human Remains (1993),Comedy|Drama,107447,15730.0,1993
179,Mad Love (1995),Drama|Romance,113729,47608.0,1995
180,Mallrats (1995),Comedy|Romance,113749,2293.0,1995
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070.0,1995
182,Moonlight and Valentino (1995),Drama|Romance,113851,68274.0,1995
183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787.0,1994
184,Nadja (1994),Drama,110620,34574.0,1994
185,"Net, The (1995)",Action|Crime|Thriller,113957,1642.0,1995
186,Nine Months (1995),Comedy|Romance,113986,11472.0,1995
187,Party Girl (1995),Comedy,114095,36196.0,1995
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980.0,1995
189,Reckless (1995),Comedy|Fantasy,114241,58372.0,1995
190,Safe (1995),Thriller,114323,32646.0,1995
191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533.0,1995
192,"Show, The (1995)",Documentary,114435,56088.0,1995
193,Showgirls (1995),Drama,114436,10802.0,1995
194,Smoke (1995),Comedy|Drama,114478,10149.0,1995
195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402.0,1995
196,Species (1995),Horror|Sci-Fi,114508,9348.0,1995
197,"Stars Fell on Henrietta, The (1995)",Drama,114534,139408.0,1995
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967.0,1964
200,"Tie That Binds, The (1995)",Thriller,114666,79593.0,1995
201,Three Wishes (1995),Drama|Fantasy,114663,47939.0,1995
202,Total Eclipse (1995),Drama|Romance,114702,36834.0,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090.0,1995
204,Under Siege 2: Dark Territory (1995),Action,114781,3512.0,1995
205,Unstrung Heroes (1995),Comedy|Drama,114798,52856.0,1995
206,Unzipped (1995),Documentary,114805,77350.0,1995
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560.0,1995
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804.0,1995
209,White Man's Burden (1995),Drama,114928,31611.0,1995
210,Wild Bill (1995),Western,114938,65796.0,1995
211,"Browning Version, The (1994)",Drama,109340,49805.0,1994
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258.0,1995
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,50797.0,1994
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,19155.0,1994
215,Before Sunrise (1995),Drama|Romance,112471,76.0,1995
216,Billy Madison (1995),Comedy,112508,11017.0,1995
217,"Babysitter, The (1995)",Drama|Thriller,112438,37141.0,1995
218,Boys on the Side (1995),Comedy|Drama,112571,9382.0,1995
219,"Cure, The (1995)",Drama,112757,6715.0,1995
220,Castle Freak (1995),Horror,112643,18256.0,1995
222,Circle of Friends (1995),Drama|Romance,112679,22625.0,1995
223,Clerks (1994),Comedy,109445,2292.0,1994
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909.0,1995
225,Disclosure (1994),Drama|Thriller,109635,8984.0,1994
226,Dream Man (1995),Thriller,112899,61813.0,1995
227,Drop Zone (1994),Action|Thriller,109676,4954.0,1994
228,Destiny Turns on the Radio (1995),Comedy,112854,62488.0,1995
229,Death and the Maiden (1994),Drama|Thriller,109579,10531.0,1994
230,Dolores Claiborne (1995),Drama|Thriller,109642,11929.0,1995
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686,8467.0,1994
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451.0,1994
233,Exotica (1994),Drama,109759,20156.0,1994
234,Exit to Eden (1994),Comedy,109758,18395.0,1994
235,Ed Wood (1994),Comedy|Drama,109707,522.0,1994
236,French Kiss (1995),Action|Comedy|Romance,113117,397.0,1995
237,Forget Paris (1995),Comedy|Romance,113097,10525.0,1995
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028,27985.0,1995
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198,15789.0,1995
240,Hideaway (1995),Thriller,113303,27303.0,1995
241,Fluke (1995),Children|Drama,113089,21183.0,1995
242,Farinelli: il castrato (1994),Drama|Musical,109771,10954.0,1994
243,Gordy (1995),Children|Comedy|Fantasy,113199,47867.0,1995
244,Gumby: The Movie (1995),Animation|Children,113234,43475.0,1995
245,"Glass Shield, The (1994)",Crime|Drama,109906,72031.0,1994
246,Hoop Dreams (1994),Documentary,110057,14275.0,1994
247,Heavenly Creatures (1994),Crime|Drama,110005,1024.0,1994
248,Houseguest (1994),Comedy,110066,17207.0,1994
249,Immortal Beloved (1994),Drama|Romance,110116,13701.0,1994
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006,14819.0,1995
251,"Hunted, The (1995)",Action,113360,32631.0,1995
252,I.Q. (1994),Comedy|Romance,110099,11777.0,1994
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148,628.0,1994
254,Jefferson in Paris (1995),Drama,113463,87729.0,1995
255,"Jerky Boys, The (1995)",Comedy,110189,18713.0,1995
256,Junior (1994),Comedy|Sci-Fi,110216,6280.0,1994
257,Just Cause (1995),Mystery|Thriller,113501,9061.0,1995
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538,37108.0,1995
259,Kiss of Death (1995),Crime|Drama|Thriller,113552,6071.0,1995
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,1977
261,Little Women (1994),Drama,110367,9587.0,1994
262,"Little Princess, A (1995)",Children|Drama,113670,19101.0,1995
263,Ladybird Ladybird (1994),Drama,110296,49980.0,1994
264,"Enfer, L' (1994)",Drama,109731,17961.0,1994
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994,18183.0,1992
266,Legends of the Fall (1994),Drama|Romance|War|Western,110322,4476.0,1994
267,Major Payne (1995),Comedy,110443,11008.0,1995
268,Little Odessa (1994),Crime|Drama,110365,47504.0,1994
269,My Crazy Life (Mi vida loca) (1993),Drama,107566,32325.0,1993
270,Love Affair (1994),Drama|Romance,110391,43742.0,1994
271,Losing Isaiah (1995),Drama,113691,28313.0,1995
272,"Madness of King George, The (1994)",Comedy|Drama,110428,11318.0,1994
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836,3036.0,1994
274,Man of the House (1995),Comedy,113755,40490.0,1995
275,Mixed Nuts (1994),Comedy,110538,24070.0,1994
276,Milk Money (1994),Comedy|Romance,110516,8986.0,1994
277,Miracle on 34th Street (1994),Drama,110527,10510.0,1994
278,Miami Rhapsody (1995),Comedy,113808,17402.0,1995
279,My Family (1995),Drama,113896,38722.0,1995
280,Murder in the First (1995),Drama|Thriller,113870,8438.0,1995
281,Nobody's Fool (1994),Comedy|Drama|Romance,110684,11593.0,1994
282,Nell (1994),Drama,110638,1945.0,1994
283,New Jersey Drive (1995),Crime|Drama,113967,39310.0,1995
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,117169,109560.0,1993
285,Beyond Bedlam (1993),Drama|Horror,106402,56428.0,1993
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,113948,63105.0,1995
287,Nina Takes a Lover (1994),Comedy|Romance,110671,131957.0,1994
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,1994
289,Only You (1994),Comedy|Romance,110737,9058.0,1994
290,Once Were Warriors (1994),Crime|Drama,110729,527.0,1994
291,Poison Ivy II (1996),Drama|Thriller,114151,18220.0,1996
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069,6950.0,1995
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,1994
294,"Perez Family, The (1995)",Comedy|Romance,114113,63020.0,1995
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210,2307.0,1995
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,1994
297,Panther (1995),Drama,114084,41478.0,1995
298,Pushing Hands (Tui shou) (1992),Drama,105652,25296.0,1992
299,Priest (1994),Drama,110889,40156.0,1994
300,Quiz Show (1994),Drama,110932,11450.0,1994
301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129,30304.0,1994
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963,10452.0,1994
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214,12106.0,1995
304,Roommates (1995),Comedy|Drama,114296,161495.0,1995
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907,3586.0,1994
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495,110.0,1994
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394,108.0,1993
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507,109.0,1994
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,110769,159185.0,1994
310,Rent-a-Kid (1995),Comedy,114268,36357.0,1995
311,Relative Fear (1994),Horror|Thriller,110965,92769.0,1994
312,Stuart Saves His Family (1995),Comedy,114571,28033.0,1995
313,"Swan Princess, The (1994)",Animation|Children,111333,22586.0,1994
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112,14334.0,1994
315,"Specialist, The (1994)",Action|Drama|Thriller,111255,2636.0,1994
316,Stargate (1994),Action|Adventure|Sci-Fi,111282,2164.0,1994
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070,11395.0,1994
318,"Shawshank Redemption, The (1994)",Crime|Drama,111161,278.0,1994
319,Shallow Grave (1994),Comedy|Drama|Thriller,111149,9905.0,1994
320,Suture (1993),Film-Noir|Thriller,108260,87078.0,1993
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966,12527.0,1993
322,Swimming with Sharks (1995),Comedy|Drama,114594,20306.0,1995
324,"Sum of Us, The (1994)",Comedy|Drama,111309,36614.0,1994
325,National Lampoon's Senior Trip (1995),Comedy,113936,27993.0,1995
326,To Live (Huozhe) (1994),Drama,110081,31439.0,1994
327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614,9067.0,1995
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608,9059.0,1995
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280,193.0,1994
330,Tales from the Hood (1995),Action|Crime|Horror,114609,25066.0,1995
331,Tom & Viv (1994),Drama,111454,46797.0,1994
332,Village of the Damned (1995),Horror|Sci-Fi,114852,12122.0,1995
333,Tommy Boy (1995),Comedy,114694,11381.0,1995
334,Vanya on 42nd Street (1994),Drama,111590,32636.0,1994
335,Underneath (1995),Mystery|Thriller,114788,36141.0,1995
336,"Walking Dead, The (1995)",Drama|War,114888,95963.0,1995
337,What's Eating Gilbert Grape (1993),Drama,108550,1587.0,1993
338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857,9271.0,1995
339,While You Were Sleeping (1995),Comedy|Romance,114924,2064.0,1995
340,"War, The (1994)",Adventure|Drama|War,111667,19855.0,1994
341,Double Happiness (1994),Drama,109655,60855.0,1994
342,Muriel's Wedding (1994),Comedy,110598,236.0,1994
343,"Baby-Sitters Club, The (1995)",Children,112435,48287.0,1995
344,Ace Ventura: Pet Detective (1994),Comedy,109040,3049.0,1994
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,2759.0,1994
346,Backbeat (1993),Drama|Musical,106339,12635.0,1993
347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779,10497.0,1992
348,Bullets Over Broadway (1994),Comedy,109348,11382.0,1994
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444,9331.0,1994
350,"Client, The (1994)",Drama|Mystery|Thriller,109446,10731.0,1994
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484,10464.0,1994
352,Crooklyn (1994),Comedy|Drama,109504,34152.0,1994
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506,9495.0,1994
354,Cobb (1994),Drama,109450,29973.0,1994
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813,888.0,1994
356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,13.0,1994
357,Four Weddings and a Funeral (1994),Comedy|Romance,109831,712.0,1994
358,Higher Learning (1995),Drama,113305,16295.0,1995
359,I Like It Like That (1994),Comedy|Drama|Romance,110091,48992.0,1994
360,I Love Trouble (1994),Action|Comedy,110093,10879.0,1994
361,It Could Happen to You (1994),Comedy|Drama|Romance,110167,10660.0,1994
362,"Jungle Book, The (1994)",Adventure|Children|Romance,110213,10714.0,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,107472,41647.0,1993
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587.0,1994
365,Little Buddha (1993),Drama,107426,1689.0,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,111686,11596.0,1994
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,110475,854.0,1994
368,Maverick (1994),Adventure|Comedy|Western,110478,9359.0,1994
369,Mrs. Parker and the Vicious Circle (1994),Drama,110588,23333.0,1994
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622,36593.0,1994
371,"Paper, The (1994)",Comedy|Drama,110771,12280.0,1994
372,Reality Bites (1994),Comedy|Drama|Romance,110950,2788.0,1994
373,Red Rock West (1992),Thriller,105226,10427.0,1992
374,Richie Rich (1994),Children|Comedy,110989,11011.0,1994
375,Safe Passage (1994),Drama,111054,49803.0,1994
376,"River Wild, The (1994)",Action|Thriller,110997,8987.0,1994
377,Speed (1994),Action|Romance|Thriller,111257,1637.0,1994
378,Speechless (1994),Comedy|Romance,111256,15128.0,1994
379,Timecop (1994),Action|Sci-Fi|Thriller,111438,8831.0,1994
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503,36955.0,1994
381,When a Man Loves a Woman (1994),Drama|Romance,111693,10449.0,1994
382,Wolf (1994),Drama|Horror|Romance|Thriller,111742,10395.0,1994
383,Wyatt Earp (1994),Western,111756,12160.0,1994
384,Bad Company (1995),Action|Crime|Drama,112443,40480.0,1995
385,"Man of No Importance, A (1994)",Drama,110455,52038.0,1994
386,S.F.W. (1994),Drama,111048,29444.0,1994
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399,26352.0,1994
388,Boys Life (1995),Drama,112570,39953.0,1995
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454,41580.0,1994
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,59170,315.0,1965
391,Jason's Lyric (1994),Crime|Drama,110186,22067.0,1994
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,108069,18242.0,1993
393,Street Fighter (1994),Action|Adventure|Fantasy,111301,11667.0,1994
394,Coldblooded (1995),Comedy,112702,32502.0,1995
395,Desert Winds (1995),Drama|Fantasy|Romance,112849,267188.0,1995
396,Fall Time (1995),Drama,113014,28732.0,1995
397,"Fear, The (1995)",Horror,113043,75555.0,1995
