movieId,title,genres,imdbId,tmdbId,rating
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,116126,10607.0,6.986
64,Two if by Sea,Comedy|Romance,118002,19760.0,4.8
65,Bio-Dome,Comedy,115683,9536.0,4.534
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,116839,11525.0,2.966
67,Two Bits,Drama,114753,40628.0,5.7
68,French Twist (Gazon maudit),Comedy|Romance,113149,4482.0,6.1
69,Friday,Comedy,113118,10634.0,7.16
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,116367,755.0,7.023
71,Fair Game,Action,113010,11859.0,5.0
72,Kicking and Screaming,Comedy|Drama,113537,28387.0,6.2
73,"Misérables, Les",Drama|War,113828,48750.0,6.8
74,Bed of Roses,Drama|Romance,115644,20927.0,5.844
75,Big Bully,Comedy|Drama,115676,36929.0,4.6
76,Screamers,Action|Sci-Fi|Thriller,114367,9102.0,6.2
77,Nico Icon,Documentary,113973,124626.0,7.2
78,"Crossing Guard, The",Action|Crime|Drama|Thriller,112744,27526.0,6.041
79,"Juror, The",Drama|Thriller,116731,9623.0,5.587
80,"White Balloon, The (Badkonake sefid)",Children|Drama,112445,46785.0,7.5
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,114660,400.0,6.501
82,Antonia's Line (Antonia),Comedy|Drama,112379,880.0,7.1
83,Once Upon a Time... When We Were Colored,Drama|Romance,114039,146599.0,4.2
84,Last Summer in the Hamptons,Comedy|Drama,113612,188588.0,5.5
85,Angels and Insects,Drama|Romance,112365,8447.0,6.4
86,White Squall,Action|Adventure|Drama,118158,10534.0,6.263
87,Dunston Checks In,Children|Comedy,116151,17414.0,5.428
88,Black Sheep,Comedy,115697,13997.0,5.984
89,Nick of Time,Action|Thriller,113972,2086.0,6.211
90,"Journey of August King, The",Drama,113490,61548.0,6.7
92,Mary Reilly,Drama|Horror|Thriller,117002,9095.0,5.786
93,Vampire in Brooklyn,Comedy|Horror|Romance,114825,12158.0,5.056
94,Beautiful Girls,Comedy|Drama|Romance,115639,9283.0,6.63
95,Broken Arrow,Action|Adventure|Thriller,115759,9208.0,6.043
96,In the Bleak Midwinter,Comedy|Drama,113403,40154.0,7.0
97,"Hate (Haine, La)",Crime|Drama,113247,406.0,8.093
98,Shopping,Action|Thriller,111173,45549.0,5.4
99,Heidi Fleiss: Hollywood Madam,Documentary,113283,63076.0,6.6
100,City Hall,Drama|Thriller,115907,11062.0,5.91
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,115734,13685.0,6.717
102,Mr. Wrong,Comedy,117102,47475.0,4.0
103,Unforgettable,Mystery|Sci-Fi|Thriller,118040,2045.0,5.576
104,Happy Gilmore,Comedy,116483,9614.0,6.632
105,"Bridges of Madison County, The",Drama|Romance,112579,688.0,7.706
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,110251,11907.0,6.2
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,117110,10874.0,6.641
108,Catwalk,Documentary,112646,89333.0,7.5
109,Headless Body in Topless Bar,Comedy|Drama|Thriller,113276,96357.0,2.0
110,Braveheart,Action|Drama|War,112573,197.0,7.94
111,Taxi Driver,Crime|Drama|Thriller,75314,103.0,8.152
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,113326,33542.0,6.8
113,Before and After,Drama|Mystery,115645,43566.0,5.907
114,Margaret's Museum,Drama,113774,71754.0,6.6
115,"Happiness Is in the Field (Bonheur est dans le pré, Le)",Comedy,112556,43612.0,6.876
116,Anne Frank Remembered,Documentary,112373,51352.0,7.7
117,"Young Poisoner's Handbook, The",Crime|Drama,115033,16934.0,6.635
118,If Lucy Fell,Comedy|Romance,116606,10324.0,5.0
119,"Steal Big, Steal Little",Comedy,114536,78406.0,4.3
120,Race the Sun,Adventure|Comedy|Drama,117427,55731.0,5.2
121,"Boys of St. Vincent, The",Drama,106473,32119.0,7.282
122,Boomerang,Comedy|Romance,103859,11066.0,5.672
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,109424,11104.0,7.989
124,"Star Maker, The (Uomo delle stelle, L')",Drama,114808,37975.0,7.1
125,Flirting With Disaster,Comedy,116324,2074.0,6.163
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,110647,27793.0,4.4
127,"Silences of the Palace, The (Saimt el Qusur)",Drama,111055,44284.0,6.5
128,Jupiter's Wife,Documentary,110217,290157.0,7.143
129,Pie in the Sky,Comedy|Romance,114131,110972.0,6.6
130,Angela,Drama,112364,32622.0,5.7
131,Frankie Starlight,Drama|Romance,113107,73067.0,5.3
132,Jade,Thriller,113451,11863.0,5.404
133,Nueba Yol,Comedy|Drama,114015,55475.0,4.8
134,Sonic Outlaws,Documentary,114500,124636.0,7.4
135,Down Periscope,Comedy,116130,9101.0,6.305
136,From the Journals of Jean Seberg,Documentary,113125,123360.0,5.8
137,Man of the Year,Documentary,113756,5757.0,3.1
138,"Neon Bible, The",Drama,113952,39428.0,6.2
139,Target,Action|Drama,114618,124639.0,0.0
140,Up Close and Personal,Drama|Romance,118055,9302.0,6.32
141,"Birdcage, The",Comedy,115685,11000.0,7.029
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
142,Shadows (Cienie),Drama,94878,,0.0
143,Gospa,Drama,113200,249882.0,4.6
144,"Brothers McMullen, The",Comedy,112585,16388.0,5.921
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,112442,9737.0,6.791
146,"Amazing Panda Adventure, The",Adventure|Children,112342,30765.0,5.6
147,"Basketball Diaries, The",Drama,112461,10474.0,7.39
148,"Awfully Big Adventure, An",Drama,112427,22279.0,6.525
149,Amateur,Crime|Drama|Thriller,109093,30157.0,6.3
150,Apollo 13,Adventure|Drama|IMAX,112384,568.0,7.448
151,Rob Roy,Action|Drama|Romance|War,114287,11780.0,6.732
152,"Addiction, The",Drama|Horror,112288,34996.0,6.5
153,Batman Forever,Action|Adventure|Comedy|Crime,112462,414.0,5.422
154,Beauty of the Day (Belle de jour),Drama,61395,649.0,7.378
155,Beyond Rangoon,Adventure|Drama|War,112495,1873.0,6.636
156,Blue in the Face,Comedy|Drama,112541,5894.0,6.531
157,Canadian Bacon,Comedy|War,109370,1775.0,5.729
158,Casper,Adventure|Children,112642,8839.0,6.317
159,Clockers,Crime|Drama|Mystery,112688,20649.0,6.728
160,Congo,Action|Adventure|Mystery|Sci-Fi,112715,10329.0,5.532
161,Crimson Tide,Drama|Thriller|War,112740,8963.0,7.167
162,Crumb,Documentary,109508,26564.0,7.539
163,Desperado,Action|Romance|Western,112851,8068.0,6.932
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,112857,8512.0,6.422
165,Die Hard: With a Vengeance,Action|Crime|Thriller,112864,1572.0,7.267
166,"Doom Generation, The",Comedy|Crime|Drama,112887,13552.0,6.4
167,Feast of July,Drama,113044,259209.0,5.9
168,First Knight,Action|Drama|Romance,113071,6520.0,6.077
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,113114,9073.0,5.9
170,Hackers,Action|Adventure|Crime|Thriller,113243,10428.0,6.346
171,Jeffrey,Comedy|Drama,113464,17447.0,6.205
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,113481,9886.0,5.747
173,Judge Dredd,Action|Crime|Sci-Fi,113492,9482.0,5.794
174,Jury Duty,Comedy,113500,19326.0,4.4
175,Kids,Drama,113540,9344.0,6.9
176,Living in Oblivion,Comedy,113677,9071.0,7.2
177,Lord of Illusions,Horror,113690,8973.0,5.997
178,Love & Human Remains,Comedy|Drama,107447,15730.0,5.9
179,Mad Love,Drama|Romance,113729,47608.0,5.1
180,Mallrats,Comedy|Romance,113749,2293.0,6.755
181,Mighty Morphin Power Rangers: The Movie,Action|Children,113820,9070.0,5.815
182,Moonlight and Valentino,Drama|Romance,113851,68274.0,5.7
183,Mute Witness,Comedy|Horror|Thriller,110604,48787.0,6.328
184,Nadja,Drama,110620,34574.0,5.7
185,"Net, The",Action|Crime|Thriller,113957,1642.0,6.013
186,Nine Months,Comedy|Romance,113986,11472.0,5.703
187,Party Girl,Comedy,114095,36196.0,6.3
188,"Prophecy, The",Fantasy|Horror|Mystery,114194,11980.0,6.485
189,Reckless,Comedy|Fantasy,114241,58372.0,6.3
190,Safe,Thriller,114323,32646.0,6.995
191,"Scarlet Letter, The",Drama|Romance,114345,10533.0,6.033
192,"Show, The",Documentary,114435,56088.0,6.375
193,Showgirls,Drama,114436,10802.0,5.549
194,Smoke,Comedy|Drama,114478,10149.0,7.186
195,Something to Talk About,Comedy|Drama|Romance,114496,18402.0,5.638
196,Species,Horror|Sci-Fi,114508,9348.0,5.96
197,"Stars Fell on Henrietta, The",Drama,114534,139408.0,6.1
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,7.01
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,58450,5967.0,7.371
200,"Tie That Binds, The",Thriller,114666,79593.0,4.8
201,Three Wishes,Drama|Fantasy,114663,47939.0,6.2
202,Total Eclipse,Drama|Romance,114702,36834.0,6.416
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,114682,9090.0,7.3
204,Under Siege 2: Dark Territory,Action,114781,3512.0,5.824
205,Unstrung Heroes,Comedy|Drama,114798,52856.0,5.9
206,Unzipped,Documentary,114805,77350.0,5.4
207,"Walk in the Clouds, A",Drama|Romance,114887,9560.0,7.273
208,Waterworld,Action|Adventure|Sci-Fi,114898,9804.0,6.207
209,White Man's Burden,Drama,114928,31611.0,5.07
210,Wild Bill,Western,114938,65796.0,5.654
211,"Browning Version, The",Drama,109340,49805.0,6.4
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,112602,26258.0,5.3
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,111579,50797.0,7.054
214,Before the Rain (Pred dozhdot),Drama|War,110882,19155.0,7.338
215,Before Sunrise,Drama|Romance,112471,76.0,7.97
216,Billy Madison,Comedy,112508,11017.0,6.17
217,"Babysitter, The",Drama|Thriller,112438,37141.0,5.223
218,Boys on the Side,Comedy|Drama,112571,9382.0,6.36
219,"Cure, The",Drama,112757,6715.0,7.9
220,Castle Freak,Horror,112643,18256.0,6.224
222,Circle of Friends,Drama|Romance,112679,22625.0,6.2
223,Clerks,Comedy,109445,2292.0,7.413
224,Don Juan DeMarco,Comedy|Drama|Romance,112883,1909.0,6.697
225,Disclosure,Drama|Thriller,109635,8984.0,6.265
226,Dream Man,Thriller,112899,61813.0,3.4
227,Drop Zone,Action|Thriller,109676,4954.0,5.677
228,Destiny Turns on the Radio,Comedy,112854,62488.0,5.3
229,Death and the Maiden,Drama|Thriller,109579,10531.0,7.149
230,Dolores Claiborne,Drama|Thriller,109642,11929.0,7.244
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,109686,8467.0,6.624
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,111797,10451.0,7.6
233,Exotica,Drama,109759,20156.0,6.6
234,Exit to Eden,Comedy,109758,18395.0,4.1
235,Ed Wood,Comedy|Drama,109707,522.0,7.494
236,French Kiss,Action|Comedy|Romance,113117,397.0,6.464
237,Forget Paris,Comedy|Romance,113097,10525.0,6.2
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,113028,27985.0,6.0
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,113198,15789.0,6.99
240,Hideaway,Thriller,113303,27303.0,5.118
241,Fluke,Children|Drama,113089,21183.0,7.162
242,Farinelli: il castrato,Drama|Musical,109771,10954.0,6.6
243,Gordy,Children|Comedy|Fantasy,113199,47867.0,5.3
244,Gumby: The Movie,Animation|Children,113234,43475.0,5.5
245,"Glass Shield, The",Crime|Drama,109906,72031.0,4.8
246,Hoop Dreams,Documentary,110057,14275.0,7.624
247,Heavenly Creatures,Crime|Drama,110005,1024.0,6.986
248,Houseguest,Comedy,110066,17207.0,5.5
249,Immortal Beloved,Drama|Romance,110116,13701.0,7.086
250,Heavyweights (Heavy Weights),Children|Comedy,110006,14819.0,6.114
251,"Hunted, The",Action,113360,32631.0,5.7
252,I.Q.,Comedy|Romance,110099,11777.0,6.014
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,110148,628.0,7.386
254,Jefferson in Paris,Drama,113463,87729.0,5.1
255,"Jerky Boys, The",Comedy,110189,18713.0,4.2
256,Junior,Comedy|Sci-Fi,110216,6280.0,5.18
257,Just Cause,Mystery|Thriller,113501,9061.0,6.194
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,113538,37108.0,4.8
259,Kiss of Death,Crime|Drama|Thriller,113552,6071.0,5.628
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,76759,11.0,8.203
261,Little Women,Drama,110367,9587.0,7.275
262,"Little Princess, A",Children|Drama,113670,19101.0,7.638
263,Ladybird Ladybird,Drama,110296,49980.0,7.2
264,"Enfer, L'",Drama,109731,17961.0,6.819
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,103994,18183.0,7.3
266,Legends of the Fall,Drama|Romance|War|Western,110322,4476.0,7.392
267,Major Payne,Comedy,110443,11008.0,6.365
268,Little Odessa,Crime|Drama,110365,47504.0,6.5
269,My Crazy Life (Mi vida loca),Drama,107566,32325.0,7.1
270,Love Affair,Drama|Romance,110391,43742.0,5.4
271,Losing Isaiah,Drama,113691,28313.0,6.4
272,"Madness of King George, The",Comedy|Drama,110428,11318.0,6.75
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,109836,3036.0,6.41
274,Man of the House,Comedy,113755,40490.0,5.3
275,Mixed Nuts,Comedy,110538,24070.0,5.537
276,Milk Money,Comedy|Romance,110516,8986.0,6.321
277,Miracle on 34th Street,Drama,110527,10510.0,6.731
278,Miami Rhapsody,Comedy,113808,17402.0,5.302
279,My Family,Drama,113896,38722.0,7.5
280,Murder in the First,Drama|Thriller,113870,8438.0,7.161
281,Nobody's Fool,Comedy|Drama|Romance,110684,11593.0,6.819
282,Nell,Drama,110638,1945.0,6.563
283,New Jersey Drive,Crime|Drama,113967,39310.0,5.972
284,New York Cop (Nyû Yôku no koppu),Action|Crime,117169,109560.0,2.9
285,Beyond Bedlam,Drama|Horror,106402,56428.0,5.0
286,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,113948,63105.0,4.3
287,Nina Takes a Lover,Comedy|Romance,110671,131957.0,5.7
288,Natural Born Killers,Action|Crime|Thriller,110632,241.0,7.1
289,Only You,Comedy|Romance,110737,9058.0,6.8
290,Once Were Warriors,Crime|Drama,110729,527.0,7.4
291,Poison Ivy II,Drama|Thriller,114151,18220.0,4.7
292,Outbreak,Action|Drama|Sci-Fi|Thriller,114069,6950.0,6.54
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,110413,101.0,8.309
294,"Perez Family, The",Comedy|Romance,114113,63020.0,6.4
295,"Pyromaniac's Love Story, A",Comedy|Romance,114210,2307.0,4.8
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,110912,680.0,8.489
297,Panther,Drama,114084,41478.0,6.257
298,Pushing Hands (Tui shou),Drama,105652,25296.0,7.2
299,Priest,Drama,110889,40156.0,6.455
300,Quiz Show,Drama,110932,11450.0,7.27
301,Picture Bride (Bijo photo),Drama|Romance,114129,30304.0,6.2
302,"Queen Margot (Reine Margot, La)",Drama|Romance,110963,10452.0,7.195
303,"Quick and the Dead, The",Action|Thriller|Western,114214,12106.0,6.545
304,Roommates,Comedy|Drama,114296,161495.0,6.1
305,Ready to Wear (Pret-A-Porter),Comedy,110907,3586.0,5.228
306,Three Colors: Red (Trois couleurs: Rouge),Drama,111495,110.0,7.919
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,108394,108.0,7.658
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,111507,109.0,7.461
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,110769,159185.0,6.2
310,Rent-a-Kid,Comedy,114268,36357.0,5.5
311,Relative Fear,Horror|Thriller,110965,92769.0,4.7
312,Stuart Saves His Family,Comedy,114571,28033.0,4.9
313,"Swan Princess, The",Animation|Children,111333,22586.0,6.6
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,111112,14334.0,6.7
315,"Specialist, The",Action|Drama|Thriller,111255,2636.0,5.876
316,Stargate,Action|Adventure|Sci-Fi,111282,2164.0,7.0
317,"Santa Clause, The",Comedy|Drama|Fantasy,111070,11395.0,6.5
318,"Shawshank Redemption, The",Crime|Drama,111161,278.0,8.704
319,Shallow Grave,Comedy|Drama|Thriller,111149,9905.0,6.996
320,Suture,Film-Noir|Thriller,108260,87078.0,6.4
321,Strawberry and Chocolate (Fresa y chocolate),Drama,106966,12527.0,7.087
322,Swimming with Sharks,Comedy|Drama,114594,20306.0,6.631
324,"Sum of Us, The",Comedy|Drama,111309,36614.0,6.8
325,National Lampoon's Senior Trip,Comedy,113936,27993.0,5.4
326,To Live (Huozhe),Drama,110081,31439.0,8.042
327,Tank Girl,Action|Comedy|Sci-Fi,114614,9067.0,5.429
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,114608,9059.0,6.828
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,111280,193.0,6.517
330,Tales from the Hood,Action|Crime|Horror,114609,25066.0,6.2
331,Tom & Viv,Drama,111454,46797.0,5.96
332,Village of the Damned,Horror|Sci-Fi,114852,12122.0,6.078
333,Tommy Boy,Comedy,114694,11381.0,6.789
334,Vanya on 42nd Street,Drama,111590,32636.0,6.6
335,Underneath,Mystery|Thriller,114788,36141.0,5.7
336,"Walking Dead, The",Drama|War,114888,95963.0,6.3
337,What's Eating Gilbert Grape,Drama,108550,1587.0,7.7
338,Virtuosity,Action|Sci-Fi|Thriller,114857,9271.0,5.488
339,While You Were Sleeping,Comedy|Romance,114924,2064.0,7.003
340,"War, The",Adventure|Drama|War,111667,19855.0,6.632
341,Double Happiness,Drama,109655,60855.0,6.6
342,Muriel's Wedding,Comedy,110598,236.0,6.8
343,"Baby-Sitters Club, The",Children,112435,48287.0,5.4
344,Ace Ventura: Pet Detective,Comedy,109040,3049.0,6.555
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,109045,2759.0,7.265
346,Backbeat,Drama|Musical,106339,12635.0,6.0
347,Bitter Moon,Drama|Film-Noir|Romance,104779,10497.0,7.094
348,Bullets Over Broadway,Comedy,109348,11382.0,7.107
349,Clear and Present Danger,Action|Crime|Drama|Thriller,109444,9331.0,6.644
350,"Client, The",Drama|Mystery|Thriller,109446,10731.0,6.69
351,"Corrina, Corrina",Comedy|Drama|Romance,109484,10464.0,6.662
352,Crooklyn,Comedy|Drama,109504,34152.0,6.785
353,"Crow, The",Action|Crime|Fantasy|Thriller,109506,9495.0,7.5
354,Cobb,Drama,109450,29973.0,6.0
355,"Flintstones, The",Children|Comedy|Fantasy,109813,888.0,5.3
356,Forrest Gump,Comedy|Drama|Romance|War,109830,13.0,8.475
357,Four Weddings and a Funeral,Comedy|Romance,109831,712.0,6.8
358,Higher Learning,Drama,113305,16295.0,6.356
359,I Like It Like That,Comedy|Drama|Romance,110091,48992.0,6.618
360,I Love Trouble,Action|Comedy,110093,10879.0,5.475
361,It Could Happen to You,Comedy|Drama|Romance,110167,10660.0,6.47
362,"Jungle Book, The",Adventure|Children|Romance,110213,10714.0,5.92
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,107472,41647.0,7.1
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587.0,8.257
365,Little Buddha,Drama,107426,1689.0,6.247
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,111686,11596.0,6.425
367,"Mask, The",Action|Comedy|Crime|Fantasy,110475,854.0,6.954
368,Maverick,Adventure|Comedy|Western,110478,9359.0,6.9
369,Mrs. Parker and the Vicious Circle,Drama,110588,23333.0,6.1
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,110622,36593.0,6.5
371,"Paper, The",Comedy|Drama,110771,12280.0,6.566
372,Reality Bites,Comedy|Drama|Romance,110950,2788.0,6.561
373,Red Rock West,Thriller,105226,10427.0,6.668
374,Richie Rich,Children|Comedy,110989,11011.0,5.896
375,Safe Passage,Drama,111054,49803.0,6.0
376,"River Wild, The",Action|Thriller,110997,8987.0,6.424
377,Speed,Action|Romance|Thriller,111257,1637.0,7.133
378,Speechless,Comedy|Romance,111256,15128.0,5.863
379,Timecop,Action|Sci-Fi|Thriller,111438,8831.0,6.005
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,111503,36955.0,7.068
381,When a Man Loves a Woman,Drama|Romance,111693,10449.0,6.473
382,Wolf,Drama|Horror|Romance|Thriller,111742,10395.0,6.106
383,Wyatt Earp,Western,111756,12160.0,6.762
384,Bad Company,Action|Crime|Drama,112443,40480.0,4.823
385,"Man of No Importance, A",Drama,110455,52038.0,6.214
386,S.F.W.,Drama,111048,29444.0,6.0
387,"Low Down Dirty Shame, A",Action|Comedy,110399,26352.0,5.65
388,Boys Life,Drama,112570,39953.0,4.8
389,"Colonel Chabert, Le",Drama|Romance|War,109454,41580.0,6.3
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,59170,315.0,6.381
391,Jason's Lyric,Crime|Drama,110186,22067.0,6.694
392,"Secret Adventures of Tom Thumb, The",Adventure|Animation,108069,18242.0,6.6
393,Street Fighter,Action|Adventure|Fantasy,111301,11667.0,4.587
394,Coldblooded,Comedy,112702,32502.0,6.3
